name,rate,rnk
ITT Technical Institute-Youngstown,0.433744578,1321.0
Youngstown State University,0.32257308,1817.0
Bacone College,0.080733333,2345.0
Oklahoma Wesleyan University,0.502087967,1028.0
Southern Nazarene University,0.439445108,1298.0
Cameron University,0.195405136,2174.0
University of Central Oklahoma,0.339539173,1751.0
East Central University,0.33509224,1765.0
Hillsdale Free Will Baptist College,0.461004255,1215.0
Langston University,0.184077381,2190.0
Spartan College of Aeronautics and Technology,0.416341767,1401.0
Northeastern State University,0.300194036,1912.0
Northwestern Oklahoma State University,0.311701926,1864.0
Oklahoma Christian University,0.495628558,1051.0
Oklahoma Panhandle State University,0.215114729,2137.0
Oklahoma State University-Main Campus,0.608844402,605.0
Oklahoma State University-Oklahoma City,0.054752503,2357.0
Oklahoma Baptist University,0.531047337,914.0
Oklahoma City University,0.586184881,686.0
University of Oklahoma-Norman Campus,0.663500717,447.0
Oklahoma State University Institute of Technology,0.255601504,2041.0
Oral Roberts University,0.519828993,962.0
Rogers State University,0.1901566,2178.0
Saint Gregory's University,0.250005952,2056.0
University of Science and Arts of Oklahoma,0.394118227,1507.0
Southeastern Oklahoma State University,0.303203533,1905.0
Southwestern Christian University,0.231720732,2103.0
Southwestern Oklahoma State University,0.34540092,1728.0
University of Tulsa,0.67484912,404.0
The Art Institute of Portland,0.30413299,1901.0
Concordia University-Portland,0.500001639,1034.0
Eastern Oregon University,0.278209173,1982.0
New Hope Christian College-Eugene,0.361685106,1648.0
George Fox University,0.63296,545.0
ITT Technical Institute-Portland,0.245324164,2072.0
Lewis & Clark College,0.753466469,250.0
Linfield College-McMinnville Campus,0.675362758,403.0
Marylhurst University,0.228571429,2107.0
Mount Angel Seminary,0.6999775,347.0
Multnomah University,0.458295833,1224.0
Northwest Christian University,0.474532203,1155.0
Oregon Institute of Technology,0.464228624,1204.0
Oregon State University,0.611886887,597.0
University of Oregon,0.669208958,423.0
Pacific Northwest College of Art,0.317485714,1833.0
Pacific University,0.620222951,577.0
Portland State University,0.415153616,1409.0
University of Portland,0.746755497,262.0
Reed College,0.778231921,207.0
Pioneer Pacific College,0.639134434,518.0
Southern Oregon University,0.341126809,1747.0
Warner Pacific College,0.41563494,1406.0
Corban University,0.546851899,863.0
Willamette University,0.77752527,209.0
Western Oregon University,0.44475018,1273.0
Bryn Athyn College of the New Church,0.547964384,851.0
Albright College,0.531953402,913.0
Allegheny College,0.784519288,196.0
DeSales University,0.689632567,366.0
Alvernia University,0.509960797,997.0
The Art Institutes of York-PA,0.633520497,540.0
The Art Institute of Philadelphia,0.321199158,1823.0
The Art Institute of Pittsburgh,0.396108696,1492.0
Baptist Bible College & Seminary of Pennsylvania,0.482754483,1117.0
Arcadia University,0.629724809,554.0
Bloomsburg University of Pennsylvania,0.629776005,553.0
Bryn Mawr College,0.82955493,123.0
Bucknell University,0.906020852,51.0
Cabrini College,0.468335029,1184.0
California University of Pennsylvania,0.501615936,1029.0
Carlow University,0.585703905,688.0
Carnegie Mellon University,0.873769802,78.0
Cedar Crest College,0.605023109,618.0
Central Penn College,0.426668,1356.0
Chatham University,0.540380435,885.0
Chestnut Hill College,0.4442125,1277.0
Cheyney University of Pennsylvania,0.236342937,2094.0
Clarion University of Pennsylvania,0.505613266,1016.0
Curtis Institute of Music,0.890905455,66.0
Delaware Valley College,0.573732972,736.0
Dickinson College,0.851108252,102.0
Drexel University,0.674268468,407.0
Duquesne University,0.771219776,221.0
East Stroudsburg University of Pennsylvania,0.566436416,767.0
Eastern University,0.574207369,732.0
Edinboro University of Pennsylvania,0.417894949,1394.0
Elizabethtown College,0.756621379,244.0
Faith Theological Seminary,0.3143,1848.0
Franklin and Marshall College,0.854438278,97.0
Gannon University,0.656998347,471.0
Geneva College,0.650137771,489.0
Gettysburg College,0.838468258,117.0
Gwynedd Mercy University,0.641199645,513.0
Haverford College,0.933200159,26.0
Holy Family University,0.579853646,714.0
Immaculata University,0.506980903,1011.0
Indiana University of Pennsylvania-Main Campus,0.50693631,1012.0
Juniata College,0.749671313,255.0
Keystone College,0.415425227,1408.0
King's College,0.66991607,419.0
Kutztown University of Pennsylvania,0.546076899,864.0
La Roche College,0.491863291,1070.0
La Salle University,0.654616825,475.0
Lafayette College,0.89913123,57.0
Lancaster Bible College,0.707297561,334.0
Lebanon Valley College,0.727960535,296.0
Lehigh University,0.871121788,79.0
Lincoln University of Pennsylvania,0.383934579,1554.0
Lock Haven University,0.471702178,1165.0
Lycoming College,0.642103876,511.0
Mansfield University of Pennsylvania,0.487326741,1094.0
Marywood University,0.664577722,442.0
Mercyhurst University,0.642121179,510.0
Messiah College,0.760671811,235.0
Millersville University of Pennsylvania,0.626310345,565.0
Misericordia University,0.686020833,377.0
Moore College of Art and Design,0.564227523,781.0
Moravian College,0.740938273,278.0
Mount Aloysius College,0.428552709,1346.0
Muhlenberg College,0.864465609,86.0
Neumann University,0.50646679,1014.0
Pennsylvania State University-Penn State Erie-Behrend College,0.684295496,382.0
Pennsylvania State University-Penn State New Kensington,0.481366501,1121.0
Pennsylvania State University-Penn State Shenango,0.322801575,1814.0
Pennsylvania State University-Penn State Wilkes-Barre,0.502797191,1026.0
Pennsylvania State University-Penn State Worthington Scranton,0.469929599,1175.0
Pennsylvania State University-Penn State Lehigh Valley,0.509117808,998.0
Pennsylvania State University-Penn State Altoona,0.673434515,412.0
Pennsylvania State University-Penn State Beaver,0.441547495,1287.0
Pennsylvania State University-Penn State Berks,0.54995147,844.0
Pennsylvania State University-Penn State Harrisburg,0.607128968,610.0
Pennsylvania State University-Penn State Brandywine,0.392968743,1513.0
Pennsylvania State University-Penn State Dubois,0.560516049,796.0
Pennsylvania State University-Penn State Fayette- Eberly,0.4556082,1230.0
Pennsylvania State University-Penn State Hazleton,0.507666305,1007.0
Pennsylvania State University-Main Campus,0.852433416,100.0
Pennsylvania State University-Penn State Greater Allegheny,0.444008,1278.0
Pennsylvania State University-Penn State Mont Alto,0.514866486,979.0
Pennsylvania State University-Penn State Abington,0.473054198,1163.0
Pennsylvania State University-Penn State Schuylkill,0.393642857,1511.0
Pennsylvania State University-Penn State York,0.475756449,1145.0
Peirce College,0.412873548,1420.0
Pennsylvania Academy of the Fine Arts,0.6500075,490.0
Pennsylvania College of Art and Design,0.558361667,805.0
University of Pennsylvania,0.958297605,8.0
Philadelphia University,0.594744813,652.0
The University of the Arts,0.606695238,613.0
Cairn University-Langhorne,0.666689408,430.0
University of the Sciences,0.729654253,293.0
University of Pittsburgh-Bradford,0.507477844,1008.0
University of Pittsburgh-Greensburg,0.508379731,1003.0
University of Pittsburgh-Johnstown,0.551942778,834.0
University of Pittsburgh-Pittsburgh Campus,0.79714071,176.0
Point Park University,0.497851515,1043.0
The Restaurant School at Walnut Hill College,0.490424777,1078.0
Robert Morris University,0.550643107,841.0
Rosemont College,0.536247826,897.0
Saint Francis University,0.681030496,389.0
Saint Joseph's University,0.788001382,190.0
Saint Vincent College,0.713977093,318.0
University of Scranton,0.825958105,130.0
Seton Hill University,0.589005827,675.0
Shippensburg University of Pennsylvania,0.55909204,801.0
Slippery Rock University of Pennsylvania,0.622895676,571.0
Saint Charles Borromeo Seminary-Overbrook,0.527772222,929.0
Susquehanna University,0.745529699,267.0
Swarthmore College,0.925138776,31.0
Talmudical Yeshiva of Philadelphia,0.444406944,1276.0
Temple University,0.661003279,458.0
Thiel College,0.333821016,1768.0
Thomas Jefferson University,0.718929189,311.0
Ursinus College,0.767450515,224.0
Valley Forge Christian College,0.459040936,1220.0
Villanova University,0.890559011,67.0
Washington & Jefferson College,0.75666135,243.0
Waynesburg University,0.567685912,762.0
West Chester University of Pennsylvania,0.687332178,375.0
Westminster College,0.77495,214.0
Widener University-Main Campus,0.557182786,815.0
Wilkes University,0.592411765,661.0
Wilson College,0.474688608,1151.0
Yeshivath Beth Moshe,0.685705714,378.0
York College Pennsylvania,0.586603482,684.0
Brown University,0.948336076,14.0
Bryant University,0.812105257,150.0
Johnson & Wales University-Providence,0.55241585,832.0
New England Institute of Technology,0.494995409,1053.0
Providence College,0.858891103,90.0
Rhode Island College,0.429895172,1334.0
University of Rhode Island,0.631679478,549.0
Rhode Island School of Design,0.868068198,83.0
Roger Williams University,0.620191313,578.0
Salve Regina University,0.681485053,387.0
Northpoint Bible College,0.569855914,751.0
Allen University,0.222789873,2122.0
Anderson University,0.44376577,1280.0
Charleston Southern University,0.369195652,1623.0
Benedict College,0.294914613,1938.0
Bob Jones University,0.605156706,617.0
Southern Wesleyan University,0.498500901,1042.0
College of Charleston,0.665657015,436.0
Citadel Military College of South Carolina,0.674548637,406.0
Claflin University,0.436393893,1314.0
Clemson University,0.820604838,138.0
Clinton College,0.5893,674.0
Coker College,0.494830208,1055.0
Columbia International University,0.679588398,392.0
Columbia College,0.441289962,1288.0
Converse College,0.57915,717.0
Erskine College,0.607046921,611.0
Francis Marion University,0.415666709,1404.0
Furman University,0.835730463,119.0
Lander University,0.451997428,1250.0
Limestone College,0.396709977,1488.0
Morris College,0.286782537,1960.0
Newberry College,0.42587632,1358.0
North Greenville University,0.545286076,868.0
Presbyterian College,0.678949923,395.0
University of South Carolina-Aiken,0.425377612,1361.0
University of South Carolina-Beaufort,0.249982051,2058.0
University of South Carolina-Columbia,0.725458097,303.0
Coastal Carolina University,0.465463925,1195.0
South Carolina State University,0.351045606,1695.0
University of South Carolina-Upstate,0.390325473,1531.0
Voorhees College,0.310072926,1874.0
Winthrop University,0.544826886,870.0
Wofford College,0.826781365,128.0
Augustana College,0.66130597,457.0
Black Hills State University,0.358957263,1661.0
Dakota State University,0.453560223,1243.0
Dakota Wesleyan University,0.423443844,1371.0
Mount Marty College,0.514879149,978.0
National American University-Rapid City,0.246135385,2067.0
National American University-Sioux Falls,0.171092105,2207.0
Northern State University,0.451195474,1252.0
Oglala Lakota College,0.125605528,2295.0
Presentation College,0.388907407,1539.0
South Dakota School of Mines and Technology,0.496785256,1049.0
South Dakota State University,0.553874349,827.0
Sinte Gleska University,0.114755738,2313.0
University of Sioux Falls,0.477174066,1140.0
University of South Dakota,0.524073118,944.0
American Baptist College,0.741948387,273.0
Aquinas College,0.37734717,1584.0
Austin Peay State University,0.3603,1654.0
Baptist Memorial College of Health Sciences,0.483523077,1113.0
Belmont University,0.67671799,401.0
Bethel University,0.29521747,1937.0
Bryan College-Dayton,0.558149767,807.0
Carson-Newman University,0.524080963,943.0
Christian Brothers University,0.581662415,706.0
Cumberland University,0.340847368,1748.0
Lipscomb University,0.60085,634.0
Daymar Institute-Nashville,0.39427491,1503.0
East Tennessee State University,0.410164573,1434.0
Fisk University,0.530791706,915.0
Welch College,0.409099242,1441.0
Freed-Hardeman University,0.539727456,889.0
Hiwassee College,0.165733429,2220.0
Johnson University,0.608397087,606.0
King University,0.503888432,1023.0
South College,0.278464557,1980.0
Lane College,0.330151056,1789.0
Le Moyne-Owen College,0.125696571,2294.0
Lee University,0.511011864,988.0
Lincoln Memorial University,0.510012027,996.0
Martin Methodist College,0.380481707,1566.0
Maryville College,0.547982114,850.0
Memphis College of Art,0.474066667,1156.0
University of Memphis,0.415643458,1405.0
Victory University,0.098034118,2335.0
Middle Tennessee State University,0.453413673,1244.0
Milligan College,0.555552222,822.0
O'More College of Design,0.557726923,810.0
Rhodes College,0.79733433,174.0
Sewanee-The University of the South,0.782273678,203.0
Southern Adventist University,0.575740075,729.0
Tennessee Wesleyan College,0.44726262,1264.0
The University of Tennessee-Chattanooga,0.376512993,1589.0
The University of Tennessee-Knoxville,0.668149766,427.0
The University of Tennessee-Martin,0.476437173,1142.0
Fountainhead College of Technology,0.87875303,74.0
Tennessee State University,0.321018366,1824.0
Tennessee Technological University,0.512672598,984.0
Tennessee Temple University,0.221332787,2123.0
Trevecca Nazarene University,0.508374895,1004.0
Tusculum College,0.312843219,1858.0
Union University,0.649931707,491.0
Vanderbilt University,0.923592022,34.0
Abilene Christian University,0.578468615,720.0
Angelo State University,0.305068022,1898.0
Arlington Baptist College,0.390246341,1532.0
The Art Institute of Houston,0.425674134,1359.0
Austin College,0.74290951,272.0
Baylor University,0.746745579,263.0
Remington College-Dallas Campus,0.6283,559.0
Brazosport College,0.168886755,2215.0
Concordia University-Texas,0.341895442,1742.0
Texas A & M University-Corpus Christi,0.396098083,1493.0
Dallas Baptist University,0.547927907,853.0
Dallas Christian College,0.274713187,1991.0
University of Dallas,0.673553767,411.0
Career Point College,0.511522761,985.0
East Texas Baptist University,0.324631394,1806.0
Texas A & M University-Commerce,0.408951058,1442.0
South University-The Art Institute of Dallas,0.295474126,1932.0
Hallmark College,0.520205517,960.0
Hardin-Simmons University,0.49249711,1062.0
Houston Baptist University,0.440858592,1293.0
University of Houston-Downtown,0.129841293,2285.0
University of Houston,0.468494619,1183.0
Howard Payne University,0.427591623,1353.0
Huston-Tillotson University,0.253985561,2048.0
University of the Incarnate Word,0.432219428,1326.0
ITT Technical Institute-Arlington,0.35460239,1678.0
ITT Technical Institute-Houston West,0.559019255,802.0
Jarvis Christian College,0.109722358,2323.0
Lamar University,0.335058824,1766.0
Texas A & M International University,0.410215038,1433.0
LeTourneau University,0.567371791,765.0
Lubbock Christian University,0.421355105,1376.0
University of Mary Hardin-Baylor,0.467295223,1189.0
McMurry University,0.376627273,1587.0
Midland College,0.12591746,2293.0
Midwestern State University,0.422423922,1372.0
Wade College,0.470207947,1174.0
University of North Texas,0.490979786,1073.0
Northwood University-Texas,0.380745607,1564.0
Our Lady of the Lake University,0.307836711,1889.0
The University of Texas-Pan American,0.39372252,1510.0
The University of Texas at Brownsville,0.251541369,2051.0
Paul Quinn College,0.023176834,2371.0
Prairie View A & M University,0.363462891,1643.0
Rice University,0.917568454,43.0
Saint Edward's University,0.692207871,363.0
University of St Thomas,0.495674093,1050.0
Sam Houston State University,0.49531699,1052.0
Schreiner University,0.376256634,1590.0
St Mary's University,0.558819407,804.0
Southern Methodist University,0.792912411,181.0
Southwestern Assemblies of God University,0.349655011,1706.0
Southwestern University,0.726241341,300.0
Stephen F Austin State University,0.433665777,1322.0
Texas State University,0.561966661,790.0
Southwestern Adventist University,0.32942,1794.0
Southwestern Christian College,0.2805,1976.0
Sul Ross State University,0.274172811,1992.0
Tarleton State University,0.41085233,1429.0
Texas A & M University-Kingsville,0.32994508,1791.0
Texas A & M University-College Station,0.793307221,179.0
The University of Texas at Arlington,0.402693464,1471.0
The University of Texas at Austin,0.790563017,188.0
The University of Texas at Dallas,0.63370024,538.0
The University of Texas at El Paso,0.385611786,1547.0
The University of Texas at Tyler,0.42438797,1364.0
Texas Christian University,0.756035619,245.0
Texas College,0.156462334,2241.0
Texas Lutheran University,0.484067952,1111.0
The University of Texas of the Permian Basin,0.312955022,1856.0
The University of Texas at San Antonio,0.29167959,1944.0
Texas Southern University,0.137943012,2268.0
Texas Tech University,0.604729551,619.0
Texas Wesleyan University,0.390841624,1523.0
Texas Woman's University,0.435168927,1317.0
Trinity University,0.805617506,158.0
Wayland Baptist University,0.344991703,1732.0
West Texas A & M University,0.421020619,1380.0
Wiley College,0.232855224,2100.0
Brigham Young University-Provo,0.776979417,210.0
Brigham Young University-Hawaii,0.473848209,1158.0
Broadview University-West Jordan,0.557332787,812.0
Dixie State University,0.350422551,1698.0
Eagle Gate College-Murray,0.435622772,1316.0
ITT Technical Institute-Murray,0.314514516,1844.0
Everest College-Salt Lake City,0.450047458,1256.0
Snow College,0.42982119,1335.0
Southern Utah University,0.488493813,1086.0
Stevens-Henager College-Ogden,0.525153425,939.0
Stevens-Henager College of Business-Provo,0.350420275,1699.0
Utah State University,0.497519713,1045.0
Utah Valley University,0.239537861,2085.0
University of Utah,0.59497,650.0
Weber State University,0.35545458,1676.0
Westminster College,0.569770685,753.0
Bennington College,0.65863142,463.0
Burlington College,0.236860526,2092.0
Castleton State College,0.462299884,1210.0
Champlain College,0.619767188,581.0
Goddard College,0.277772222,1983.0
Green Mountain College,0.414047134,1411.0
Johnson State College,0.349488598,1708.0
Lyndon State College,0.331459589,1785.0
Marlboro College,0.629914286,552.0
Middlebury College,0.936794181,21.0
New England Culinary Institute,0.515805263,974.0
Norwich University,0.551539218,840.0
Saint Michael's College,0.783654909,198.0
College of St Joseph,0.405413514,1458.0
Southern Vermont College,0.357481347,1666.0
Sterling College,0.431341176,1329.0
Vermont Technical College,0.49239943,1063.0
University of Vermont,0.7582,240.0
Averett University,0.356765327,1669.0
Bluefield College,0.389713846,1537.0
Bridgewater College,0.58363391,697.0
College of William and Mary,0.89895,58.0
Regent University,0.447336842,1262.0
Christopher Newport University,0.664328346,443.0
Bryant & Stratton College-Virginia Beach,0.14475,2259.0
Bryant & Stratton College-Richmond,0.226817526,2113.0
Jefferson College of Health Sciences,0.467394565,1188.0
Centura College-Virginia Beach,0.391922581,1519.0
Emory & Henry College,0.471405917,1167.0
Eastern Mennonite University,0.612738971,592.0
Ferrum College,0.322703822,1815.0
George Mason University,0.663020158,450.0
Hampden-Sydney College,0.653403097,479.0
Hampton University,0.634160079,536.0
Hollins University,0.578960902,718.0
James Madison University,0.80801104,154.0
Liberty University,0.483698988,1112.0
Longwood University,0.623144439,570.0
Lynchburg College,0.566124,768.0
Mary Baldwin College,0.444484444,1274.0
University of Mary Washington,0.748389194,258.0
Marymount University,0.540115375,888.0
American National University,0.346817729,1719.0
Sentara College of Health Sciences,0.775732243,211.0
Norfolk State University,0.344195665,1734.0
Old Dominion University,0.502152581,1027.0
Radford University,0.593005042,659.0
Randolph-Macon College,0.592373671,662.0
Randolph College,0.545196164,869.0
University of Richmond,0.839559243,115.0
Roanoke College,0.647963296,494.0
Shenandoah University,0.422247504,1373.0
Southern Virginia University,0.310786757,1871.0
Strayer University-Virginia,0.416231892,1402.0
Sweet Briar College,0.594407143,653.0
The University of Virginia's College at Wise,0.4264,1357.0
Virginia Intermont College,0.291668229,1945.0
Virginia Polytechnic Institute and State University,0.825894661,131.0
Virginia Commonwealth University,0.564915027,773.0
University of Virginia-Main Campus,0.932451013,27.0
Virginia Military Institute,0.736503639,285.0
Virginia State University,0.409957692,1436.0
Virginia Union University,0.331439286,1786.0
Virginia Wesleyan College,0.460369126,1217.0
Washington and Lee University,0.90121449,56.0
Sanford-Brown College-Tysons Corner,0.389720619,1536.0
The Art Institute of Seattle,0.303367416,1904.0
Bellevue College,0.258589618,2029.0
Central Washington University,0.523102683,950.0
Centralia College,0.345688889,1725.0
City University of Seattle,0.090909091,2340.0
Columbia Basin College,0.248844796,2061.0
Cornish College of the Arts,0.4781225,1135.0
Eastern Washington University,0.458721615,1222.0
The Evergreen State College,0.554251994,824.0
Gonzaga University,0.817404627,141.0
Heritage University,0.2000025,2162.0
ITT Technical Institute-Seattle,0.371149485,1615.0
ITT Technical Institute-Spokane Valley,0.342096491,1741.0
Lake Washington Institute of Technology,0.209763218,2145.0
Trinity Lutheran College,0.627122034,563.0
Seattle Community College-North Campus,0.2458,2069.0
Northwest University,0.454558678,1236.0
Olympic College,0.252562564,2050.0
Pacific Lutheran University,0.701164834,346.0
Peninsula College,0.282414815,1972.0
University of Puget Sound,0.775436115,212.0
Saint Martin's University,0.507792905,1006.0
Seattle Community College-South Campus,0.198741026,2166.0
Seattle Central College,0.183889655,2191.0
Seattle Pacific University,0.704032138,342.0
Seattle University,0.771631766,220.0
Walla Walla University,0.48574048,1101.0
Washington State University,0.663111126,449.0
University of Washington-Seattle Campus,0.81314093,147.0
Western Washington University,0.682378007,384.0
Whitman College,0.876160235,76.0
Whitworth University,0.748258042,259.0
Alderson Broaddus University,0.447083618,1266.0
Appalachian Bible College,0.577981651,723.0
Bethany College,0.480624784,1126.0
Bluefield State College,0.255025683,2046.0
University of Charleston,0.437310345,1309.0
Concord University,0.367442527,1627.0
Davis & Elkins College,0.426767364,1355.0
Fairmont State University,0.346966248,1718.0
Glenville State College,0.341846182,1745.0
Marshall University,0.443847793,1279.0
Ohio Valley University,0.336658416,1762.0
West Virginia University at Parkersburg,0.34349542,1736.0
Potomac State College of West Virginia University,0.201407036,2160.0
Salem International University,0.092029448,2339.0
Shepherd University,0.406839739,1451.0
West Virginia State University,0.20566383,2156.0
West Virginia University Hospital Departments of Rad Tech and Nutrition,0.8824,71.0
West Liberty University,0.411284923,1426.0
West Virginia University Institute of Technology,0.220043573,2127.0
West Virginia Wesleyan College,0.59393526,656.0
West Virginia University,0.570503919,748.0
Wheeling Jesuit University,0.576360305,726.0
Alverno College,0.386657143,1545.0
Madison Area Technical College,0.216033501,2135.0
Bellin College,0.666694118,429.0
Beloit College,0.782739286,200.0
Cardinal Stritch University,0.394747847,1501.0
Carroll University,0.578007385,722.0
Carthage College,0.62649229,564.0
Concordia University-Wisconsin,0.57320369,738.0
Edgewood College,0.547881345,854.0
ITT Technical Institute-Greenfield,0.269764809,2001.0
Lakeland College,0.481200251,1122.0
Lawrence University,0.771942635,219.0
Maranatha Baptist University,0.508064434,1005.0
Marian University,0.497042466,1047.0
Marquette University,0.791930194,182.0
Milwaukee Institute of Art & Design,0.588471119,678.0
Milwaukee School of Engineering,0.5582,806.0
Mount Mary University,0.3799932,1568.0
Northland International University,0.513253311,982.0
Northland College,0.557227711,814.0
Ripon College,0.730060456,292.0
Saint Norbert College,0.743817292,271.0
Silver Lake College of the Holy Family,0.391313043,1521.0
Bryant & Stratton College-Milwaukee,0.114677778,2315.0
Viterbo University,0.49323722,1060.0
University of Wisconsin-Whitewater,0.564249321,780.0
University of Wisconsin-Eau Claire,0.662160603,454.0
University of Wisconsin-Green Bay,0.485030209,1106.0
University of Wisconsin-La Crosse,0.684953699,381.0
Wisconsin Lutheran College,0.606875462,612.0
University of Wisconsin-Oshkosh,0.517834996,967.0
University of Wisconsin-Parkside,0.302357681,1909.0
Herzing University-Madison,0.359684746,1656.0
University of Wisconsin-Stout,0.533696829,907.0
University of Wisconsin-Superior,0.383642767,1555.0
University of Wisconsin-Madison,0.823355378,137.0
University of Wisconsin-Milwaukee,0.419329176,1390.0
University of Wisconsin-Platteville,0.532090747,912.0
University of Wisconsin-River Falls,0.527869435,927.0
University of Wisconsin-Stevens Point,0.588774039,677.0
University of Wyoming,0.542610643,879.0
American Samoa Community College,0.279071096,1979.0
University of Guam,0.275848694,1988.0
Northern Marianas College,0.134535884,2275.0
American University of Puerto Rico,0.245328961,2071.0
American University of Puerto Rico,0.236299811,2095.0
Universidad Adventista de las Antillas,0.312336909,1862.0
Atlantic University College,0.361695745,1647.0
Bayamon Central University,0.234624601,2097.0
Columbia Centro Universitario-Caguas,0.251190995,2053.0
Caribbean University-Bayamon,0.211278521,2144.0
Caribbean University-Carolina,0.34715285,1717.0
Pontifical Catholic University of Puerto Rico-Arecibo,0.199998182,2165.0
Pontifical Catholic University of Puerto Rico-Ponce,0.357583466,1665.0
Centro de Estudios Multidisciplinarios-San Juan,0.741502611,277.0
Universidad Teologica del Caribe,1,1.0
Colegio Universitario de San Juan,0.379105738,1574.0
Universidad Metropolitana,0.233173318,2099.0
Puerto Rico Conservatory of Music,0.710515789,326.0
EDP University of Puerto Rico Inc-San Sebastian,0.265127517,2015.0
Escuela de Artes Plasticas de Puerto Rico,0.347445763,1715.0
Humacao Community College,0.583982482,695.0
Inter American University of Puerto Rico-San German,0.375689451,1594.0
Inter American University of Puerto Rico-Aguadilla,0.296763036,1927.0
Inter American University of Puerto Rico-Arecibo,0.287380074,1957.0
Inter American University of Puerto Rico-Barranquitas,0.38400256,1553.0
Inter American University of Puerto Rico-Metro,0.255627668,2040.0
Inter American University of Puerto Rico-Ponce,0.309972398,1875.0
Inter American University of Puerto Rico-Fajardo,0.233274079,2098.0
Inter American University of Puerto Rico-Guayama,0.305540741,1897.0
Inter American University of Puerto Rico-Bayamon,0.243680672,2074.0
National University College-Bayamon,0.19712,2170.0
National University College-Arecibo,0.186241986,2184.0
University of Puerto Rico-Aguadilla,0.345251053,1729.0
University of Puerto Rico-Arecibo,0.424109211,1368.0
University of Puerto Rico-Bayamon,0.386939627,1544.0
University of Puerto Rico-Carolina,0.353872406,1681.0
University of Puerto Rico-Cayey,0.43712189,1311.0
University of Puerto Rico-Humacao,0.454468936,1238.0
University of Puerto Rico-Utuado,0.158538837,2237.0
University of Puerto Rico-Mayaguez,0.432826594,1325.0
University of Puerto Rico-Ponce,0.421525758,1375.0
University of Puerto Rico-Rio Piedras,0.47022326,1173.0
Universidad Del Este,0.203002101,2159.0
Universidad del Sagrado Corazon,0.344550894,1733.0
Universidad Central Del Caribe,0.589738462,672.0
Universidad Politecnica de Puerto Rico,0.190225815,2177.0
Pontifical Catholic University of Puerto Rico-Mayaguez,0.175931019,2199.0
Universidad Del Turabo,0.177481369,2197.0
University of the Virgin Islands,0.267082246,2012.0
Stanford University,0.95486237,10.0
Purdue University-Main Campus,0.696846914,354.0
EDP Univeristy of Puerto Rico Inc-San Juan,0.242152915,2080.0
ITT Technical Institute-Sylmar,0.349769058,1704.0
ITT Technical Institute-Westminster,0.316800621,1838.0
Widener University-Delaware Campus,0.848493939,104.0
City College-Fort Lauderdale,0.378131092,1578.0
Vatterott College-Berkeley,0.499961622,1040.0
St John's College,0.562971654,786.0
Mid-America Christian University,0.241856279,2081.0
Platt College-Tulsa,0.636189931,529.0
Beckfield College-Florence,0.33334188,1773.0
Landmark College,0.243136464,2075.0
National American University-Independence,0.095233333,2336.0
Yeshiva Gedolah of Greater Detroit,0.132092453,2281.0
ECPI University,0.384341389,1552.0
ITT Technical Institute-Newburgh,0.352963235,1682.0
South University-Columbia,0.069461111,2349.0
Everest University-Brandon,0.253325213,2049.0
Platt College-Los Angeles,0.48223617,1118.0
Platt College-Aurora,0.367660294,1626.0
Kaplan University-Davenport Campus,0.157649412,2238.0
Kaplan University-Cedar Falls Campus,0.319017178,1829.0
Christian Life College,0.736836842,284.0
ITT Technical Institute-Arlington Heights,0.345131858,1730.0
ITT Technical Institute-Troy,0.42852551,1348.0
Skyline College-Roanoke,0.529912821,916.0
New College of Florida,0.673718302,410.0
Le Cordon Bleu College of Culinary Arts-Scottsdale,0.664004192,445.0
Daymar College-Bowling Green,0.496968485,1048.0
Yeshivah Gedolah Rabbinical College,0.054056757,2358.0
Caribbean University-Ponce,0.188796543,2181.0
Caribbean University-Vega Baja,0.24138046,2082.0
University of Advancing Technology,0.276334211,1987.0
Madison Media Institute,0.583363542,699.0
Pennsylvania College of Technology,0.478112033,1137.0
Southwest Florida College,0.377584815,1582.0
ITT Technical Institute-Norwood,0.28905625,1951.0
ITT Technical Institute-Knoxville,0.164338028,2225.0
ITT Technical Institute-Austin,0.36530274,1636.0
ITT Technical Institute-Houston North,0.585173333,692.0
California State University-San Marcos,0.461895309,1211.0
Kaplan University-Des Moines Campus,0.274951338,1990.0
McNally Smith College of Music,0.440553043,1294.0
Colorado Heights University,0.469035659,1181.0
Hodges University,0.255925984,2039.0
Everest University-Lakeland,0.416830899,1399.0
Daymar Institute-Clarksville,0.470580672,1170.0
Nossi College of Art,0.591359136,665.0
ITT Technical Institute-Norfolk,0.263340458,2017.0
ITT Technical Institute-Albuquerque,0.3499925,1703.0
Bryan University,0.33,1790.0
Bryant & Stratton College-Eastlake,0.185194815,2187.0
Fremont College,0.605375862,615.0
University of Phoenix-Online Campus,0.19566048,2173.0
University of Phoenix-San Diego Campus,0.170499237,2210.0
ITT Technical Institute-Lake Mary,0.35041453,1700.0
Remington College-Honolulu Campus,0.460891784,1216.0
New England School of Communications,0.492286923,1066.0
Bryant & Stratton College-Southtowns,0.396044554,1495.0
Yeshiva Gedolah Imrei Yosef D'spinka,0.670888608,416.0
Brown Mackie College-Findlay,0.295313084,1933.0
Centro de Estudios Multidisciplinarios-Humacao,0.490637617,1075.0
Universal Technology College of Puerto Rico,0.679536539,393.0
ITT Technical Institute-San Antonio,0.38152008,1562.0
Northwest College of Art & Design,0.554027027,825.0
