Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
190038366-90E,190038366,05/05/2019,PUBLIC INTOXICATION,05/05/2019 02:24:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 STOCKYARDS BLVD,FORT WORTH,TX,C11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.792147574977385, -97.34775036569575)"
190038364-90Z,190038364,05/05/2019,PUBLIC INTOXICATION,05/05/2019 02:40:00 AM,90Z,PC 38.02(B) Fail ID Giving False/Fic Info 90Z ALL,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.74927504725717, -97.35663298239825)"
190038364-90E,190038364,05/05/2019,PUBLIC INTOXICATION,05/05/2019 02:40:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74927504725717, -97.35663298239825)"
190038364-90C,190038364,05/05/2019,PUBLIC INTOXICATION,05/05/2019 02:40:00 AM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74927504725717, -97.35663298239825)"
190038356-90E,190038356,05/05/2019,PUBLIC INTOXICATION,05/05/2019 01:31:36 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2600 W 7TH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.751130517141604, -97.35339042436728)"
190038354-90E,190038354,05/05/2019,PUBLIC INTOXICATION,05/05/2019 01:13:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 S JENNINGS AVE,FORT WORTH,TX,B11,,,C,18,18 PARKING LOT/GARAGE,"(32.73544560590387, -97.32982931550131)"
190038340-90G,190038340,05/05/2019,PUBLIC INTOXICATION,05/05/2019 12:25:00 AM,90G,GC 132 Consumption of Alcohol - Minor 90G LIQUOR L,4300 BERKE RD,FORT WORTH,TX,I15,,,C,25,25 OTHER/UNKNOWN,"(32.68347295429666, -97.31091510432921)"
190038340-90E,190038340,05/05/2019,PUBLIC INTOXICATION,05/05/2019 12:25:00 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,4300 BERKE RD,FORT WORTH,TX,I15,,,C,25,25 OTHER/UNKNOWN,"(32.68347295429666, -97.31091510432921)"
190038299-90Z,190038299,05/05/2019,PUBLIC INTOXICATION,05/04/2019 09:39:00 PM,90Z,GC 086 Refusal to Identify - After Arrest 90Z ALL,100 E EXCHANGE AVE,FORT WORTH,TX,C11,Northwest,2,A,13,13 HIGHWAY/ROAD/ALLEY,"(32.78884131208441, -97.34911662814862)"
190038299-90E,190038299,05/05/2019,PUBLIC INTOXICATION,05/04/2019 09:39:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,Northwest,2,A,13,13 HIGHWAY/ROAD/ALLEY,"(32.78884131208441, -97.34911662814862)"
190038269-90E,190038269,05/04/2019,PUBLIC INTOXICATION,05/04/2019 06:48:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 MEACHAM BLVD,FORT WORTH,TX,C14,,,C,17,17 LIQUOR STORE,"(32.824387835630546, -97.31756441389022)"
190038242-90G,190038242,05/04/2019,PUBLIC INTOXICATION,05/04/2019 05:30:08 PM,90G,GC 132 Consumption of Alcohol - Minor 90G LIQUOR L,5600 WEDGMONT CIR N,FORT WORTH,TX,J14,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.66249308999414, -97.38044867405964)"
190038242-90E,190038242,05/04/2019,PUBLIC INTOXICATION,05/04/2019 05:30:08 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5600 WEDGMONT CIR N,FORT WORTH,TX,J14,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.66249308999414, -97.38044867405964)"
190038101-90E,190038101,05/04/2019,PUBLIC INTOXICATION,05/04/2019 07:14:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8100 BRENTWOOD STAIR RD,FORT WORTH,TX,H15,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75351836145343, -97.178324189062)"
190038091-90E,190038091,05/04/2019,PUBLIC INTOXICATION,05/04/2019 04:17:18 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 PURINGTON AVE,FORT WORTH,TX,G11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.742688245233296, -97.28654635414851)"
190038072-90E,190038072,05/04/2019,PUBLIC INTOXICATION,05/04/2019 01:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 EASTCHASE PKWY,FORT WORTH,TX,H15,East,5,C,18,18 PARKING LOT/GARAGE,"(32.758871262705085, -97.16709331562643)"
190038065-90E,190038065,05/04/2019,PUBLIC INTOXICATION,05/04/2019 01:23:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 BIDEKER AVE,FORT WORTH,TX,B18,,,C,20,20 RESIDENCE/HOME,"(32.718690783288906, -97.28666934412806)"
190038063-90E,190038063,05/04/2019,PUBLIC INTOXICATION,05/04/2019 01:16:35 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190038032-90E,190038032,05/03/2019,PUBLIC INTOXICATION,05/03/2019 10:29:23 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 ST JULIET ST,FORT WORTH,TX,K13,,,C,21,21 RESTAURANT,"(32.75778881736104, -97.36265612347563)"
190037941-90E,190037941,05/03/2019,PUBLIC INTOXICATION,05/03/2019 04:13:05 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1900 HIGHLAND AVE,FORT WORTH,TX,C16,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.778198625576, -97.36688232532377)"
190037910-90E,190037910,05/03/2019,PUBLIC INTOXICATION,05/03/2019 07:18:09 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 W LANCASTER AVE,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.74659105248458, -97.3283672640653)"
190037743-90E,190037743,05/03/2019,PUBLIC INTOXICATION,05/03/2019 03:36:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5300 N BEACH ST,FORT WORTH,TX,E11,North,4,C,21,21 RESTAURANT,"(32.8405443902066, -97.29079201834124)"
190037665-90E,190037665,05/02/2019,PUBLIC INTOXICATION,05/02/2019 07:55:42 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 HULEN ST,FORT WORTH,TX,K17,West,3,C,25,25 OTHER/UNKNOWN,"(32.685207167086595, -97.39254022310679)"
190037305-90E,190037305,05/01/2019,PUBLIC INTOXICATION,05/01/2019 08:58:21 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3700 MC CART AVE,FORT WORTH,TX,J12,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69388161592883, -97.35306221081304)"
190095175-90E,190095175,11/03/2019,PUBLIC INTOXICATION,11/03/2019 02:27:45 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75014970298163, -97.36027349425711)"
190095174-90E,190095174,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:46:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923490154505, -97.36028891047863)"
190095174-90C,190095174,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:46:00 AM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923490154505, -97.36028891047863)"
190095170-90E,190095170,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:54:13 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923409807646, -97.36015880466202)"
190095167-90Z,190095167,11/03/2019,PUBLIC INTOXICATION,11/03/2019 02:37:00 AM,90Z,GC 099 Other Offenses (Specify) 90Z ALL OTHER OFFE,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923490154505, -97.36028891047863)"
190095167-90E,190095167,11/03/2019,PUBLIC INTOXICATION,11/03/2019 02:37:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923490154505, -97.36028891047863)"
190095165-90Z,190095165,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:18:15 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190095165-90E,190095165,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:18:15 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190095163-90E,190095163,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:53:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,9500 CAMP BOWIE WEST BLVD,FORT WORTH,TX,L17,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.72473990004861, -97.48357070076806)"
190095158-90E,190095158,11/03/2019,PUBLIC INTOXICATION,11/03/2019 01:31:53 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7901994394112, -97.34820982562468)"
190095152-90E,190095152,11/03/2019,PUBLIC INTOXICATION,11/03/2019 12:25:42 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 N MAIN ST,FORT WORTH,TX,C13,Northwest,2,C,3,03 BAR/NIGHT CLUB,"(32.78825962003451, -97.34922599109294)"
190095149-90E,190095149,11/03/2019,PUBLIC INTOXICATION,11/02/2019 10:52:02 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 W EXCHANGE AVE,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.78895274189848, -97.34942492430953)"
190095144-90E,190095144,11/03/2019,PUBLIC INTOXICATION,11/03/2019 12:15:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74923490154505, -97.36028891047863)"
190095125-90E,190095125,11/02/2019,PUBLIC INTOXICATION,11/02/2019 10:22:59 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5600 SOUTHWEST LOOP 820 FWY EB,FORT WORTH,TX,K18,,,C,21,21 RESTAURANT,"(32.68246165731879, -97.41055756539203)"
190095125-13B,190095125,11/02/2019,PUBLIC INTOXICATION,11/02/2019 10:22:59 PM,13B,GC 088 Assault by Offensive Contact or Threat 13B,5600 SOUTHWEST LOOP 820 FWY EB,FORT WORTH,TX,K18,,,C,21,21 RESTAURANT,"(32.68246165731879, -97.41055756539203)"
190095119-90E,190095119,11/02/2019,PUBLIC INTOXICATION,11/02/2019 10:45:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,400 W 4TH ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.753436169353265, -97.33357214939595)"
190095034-90E,190095034,11/02/2019,PUBLIC INTOXICATION,11/02/2019 04:36:51 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 QUAIL RD,FORT WORTH,TX,G18,,,C,50,50 PARK/PLAYGROUND,"(32.715348196197844, -97.21953443257206)"
190094890-90E,190094890,11/02/2019,PUBLIC INTOXICATION,11/02/2019 02:08:24 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.78994435989904, -97.34824396676392)"
190094883-90E,190094883,11/02/2019,PUBLIC INTOXICATION,11/02/2019 01:28:30 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6700 MEADOWBROOK DR,FORT WORTH,TX,H13,,,C,18,18 PARKING LOT/GARAGE,"(32.74609463276896, -97.21486663551376)"
190094881-90E,190094881,11/02/2019,PUBLIC INTOXICATION,11/02/2019 01:52:15 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74980894411824, -97.35650619415429)"
190094880-90E,190094880,11/02/2019,PUBLIC INTOXICATION,11/02/2019 01:35:04 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.7901994394112, -97.34820982562468)"
190094872-90E,190094872,11/02/2019,PUBLIC INTOXICATION,11/02/2019 12:08:40 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190094872-35A,190094872,11/02/2019,PUBLIC INTOXICATION,11/02/2019 12:08:40 AM,35A,HSC 481.115(B) Poss CS PG 1 <1G 35A DRUG/NARCOTIC,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190094854-90E,190094854,11/01/2019,PUBLIC INTOXICATION,11/01/2019 08:57:42 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.7901994394112, -97.34820982562468)"
190094657-90E,190094657,11/01/2019,PUBLIC INTOXICATION,11/01/2019 12:43:57 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4100 E LANCASTER AVE,FORT WORTH,TX,G14,East,8,C,21,21 RESTAURANT,"(32.74102373885328, -97.26351974780161)"
190094518-90E,190094518,11/01/2019,PUBLIC INTOXICATION,11/01/2019 03:19:37 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1800 BELMONT AVE,FORT WORTH,TX,C16,,,C,20,20 RESIDENCE/HOME,"(32.77782768671888, -97.36517512898548)"
190094492-90E,190094492,11/01/2019,PUBLIC INTOXICATION,11/01/2019 12:31:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 W 7TH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751150344342044, -97.3547644146571)"
190094427-90E,190094427,10/31/2019,PUBLIC INTOXICATION,10/31/2019 06:31:52 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,25,25 OTHER/UNKNOWN,"(32.75249311979229, -97.32669496344886)"
190094385-90Z,190094385,10/31/2019,PUBLIC INTOXICATION,10/31/2019 04:32:19 PM,90Z,GC 086 Refusal to Identify - After Arrest 90Z ALL,2700 LAS VEGAS TRL,FORT WORTH,TX,L15,,,C,7,07 CONVENIENCE STORE,"(32.736759642075086, -97.46682505945257)"
190094385-90E,190094385,10/31/2019,PUBLIC INTOXICATION,10/31/2019 04:32:19 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 LAS VEGAS TRL,FORT WORTH,TX,L15,,,C,7,07 CONVENIENCE STORE,"(32.736759642075086, -97.46682505945257)"
190094364-90E,190094364,10/31/2019,PUBLIC INTOXICATION,10/31/2019 03:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6800 SUNNYBANK DR,FORT WORTH,TX,E12,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.863455158205085, -97.28709516359943)"
190094094-90E,190094094,10/30/2019,PUBLIC INTOXICATION,10/30/2019 02:16:33 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 E BERRY ST,FORT WORTH,TX,G16,East,5,C,7,07 CONVENIENCE STORE,"(32.713406875849294, -97.27772344301181)"
190093948-90E,190093948,10/30/2019,PUBLIC INTOXICATION,10/30/2019 01:25:42 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190093663-WAR,190093663,10/29/2019,PUBLIC INTOXICATION,10/29/2019 02:34:29 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,100 E 4TH ST,FORT WORTH,TX,A15,Central,9,C,25,25 OTHER/UNKNOWN,"(32.75448246153669, -97.33113642074835)"
190093663-90E,190093663,10/29/2019,PUBLIC INTOXICATION,10/29/2019 02:34:29 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E 4TH ST,FORT WORTH,TX,A15,Central,9,C,25,25 OTHER/UNKNOWN,"(32.75448246153669, -97.33113642074835)"
190093660-90E,190093660,10/29/2019,PUBLIC INTOXICATION,10/29/2019 01:38:56 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 5TH AVE,FORT WORTH,TX,B11,Central,9,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.73519202012254, -97.33859166650329)"
190093654-90E,190093654,10/29/2019,PUBLIC INTOXICATION,10/29/2019 12:46:31 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 EASTCHASE PKWY NB,FORT WORTH,TX,H15,,,C,23,23 SERVICE/GAS STATION,"(32.75952621864922, -97.16700885345546)"
190093654-35B,190093654,10/29/2019,PUBLIC INTOXICATION,10/29/2019 12:46:31 AM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,1400 EASTCHASE PKWY NB,FORT WORTH,TX,H15,,,C,23,23 SERVICE/GAS STATION,"(32.75952621864922, -97.16700885345546)"
190093654-35A,190093654,10/29/2019,PUBLIC INTOXICATION,10/29/2019 12:46:31 AM,35A,HSC 481.121(B)(1) Poss Marij <=2OZ 35A DRUG/NARCOT,1400 EASTCHASE PKWY NB,FORT WORTH,TX,H15,,,C,23,23 SERVICE/GAS STATION,"(32.75952621864922, -97.16700885345546)"
190093308-90E,190093308,10/28/2019,PUBLIC INTOXICATION,10/27/2019 10:11:59 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190093285-90E,190093285,10/27/2019,PUBLIC INTOXICATION,10/27/2019 09:53:40 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4400 EASTOVER AVE,FORT WORTH,TX,G16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70020521303379, -97.26021806828668)"
190093275-WAR,190093275,10/27/2019,PUBLIC INTOXICATION,10/27/2019 09:23:43 PM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,2800 CHERRY LN,FORT WORTH,TX,L12,,,C,3,03 BAR/NIGHT CLUB,"(32.73380032947046, -97.450655070951)"
190093275-90E,190093275,10/27/2019,PUBLIC INTOXICATION,10/27/2019 09:23:43 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 CHERRY LN,FORT WORTH,TX,L12,,,C,3,03 BAR/NIGHT CLUB,"(32.73380032947046, -97.450655070951)"
190093077-90E,190093077,10/27/2019,PUBLIC INTOXICATION,10/27/2019 04:42:53 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 MEACHAM BLVD,FORT WORTH,TX,C14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.82421687738589, -97.31490078711931)"
190093064-90E,190093064,10/27/2019,PUBLIC INTOXICATION,10/27/2019 03:07:25 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 CROCKETT ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.75008166656248, -97.3566220913007)"
190093052-90E,190093052,10/27/2019,PUBLIC INTOXICATION,10/27/2019 02:20:26 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.7901994394112, -97.34820982562468)"
190093048-90E,190093048,10/27/2019,PUBLIC INTOXICATION,10/27/2019 12:54:20 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.78994435989904, -97.34824396676392)"
190093047-90E,190093047,10/27/2019,PUBLIC INTOXICATION,10/27/2019 01:32:53 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.78994435989904, -97.34824396676392)"
190093028-90E,190093028,10/27/2019,PUBLIC INTOXICATION,10/26/2019 11:21:27 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4600 PLEASANT ST,FORT WORTH,TX,I15,South,9,C,20,20 RESIDENCE/HOME,"(32.67994157231844, -97.32417060985455)"
190092999-90G,190092999,10/27/2019,PUBLIC INTOXICATION,10/26/2019 09:30:31 PM,90G,ABC 106.07 Misrepresent Age by a Minor 90G LIQUOR,1500 UNIVERSITY DR,FORT WORTH,TX,K11,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74474884213866, -97.36162357553535)"
190092999-90E,190092999,10/27/2019,PUBLIC INTOXICATION,10/26/2019 09:30:31 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1500 UNIVERSITY DR,FORT WORTH,TX,K11,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74474884213866, -97.36162357553535)"
190092982-90E,190092982,10/26/2019,PUBLIC INTOXICATION,10/26/2019 08:35:28 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190092838-90E,190092838,10/26/2019,PUBLIC INTOXICATION,10/26/2019 08:03:38 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,12000 SOUTH FWY,FORT WORTH,TX,I19,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.58542420576359, -97.31938009312952)"
190092806-90E,190092806,10/26/2019,PUBLIC INTOXICATION,10/26/2019 02:47:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 PENNSYLVANIA AVE,FORT WORTH,TX,B11,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.738416709989366, -97.33934746051648)"
190092800-90E,190092800,10/26/2019,PUBLIC INTOXICATION,10/26/2019 02:16:43 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 CROCKETT ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75008805018559, -97.35717864887125)"
190092799-90E,190092799,10/26/2019,PUBLIC INTOXICATION,10/25/2019 09:52:45 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 TAYLOR ST,FORT WORTH,TX,A16,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.75335410063208, -97.33356219116119)"
190092795-90E,190092795,10/26/2019,PUBLIC INTOXICATION,10/26/2019 02:07:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.74927504725717, -97.35663298239825)"
190092795-13B,190092795,10/26/2019,PUBLIC INTOXICATION,10/26/2019 02:07:00 AM,13B,PC 22.01(A)(1) Assault Causes B/I 13B SIMPLE ASSAU,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.74927504725717, -97.35663298239825)"
190092787-90E,190092787,10/26/2019,PUBLIC INTOXICATION,10/26/2019 12:31:39 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74980894411824, -97.35650619415429)"
190092777-90E,190092777,10/25/2019,PUBLIC INTOXICATION,10/25/2019 11:48:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7497210212389, -97.35650738856046)"
190092412-90E,190092412,10/24/2019,PUBLIC INTOXICATION,10/24/2019 06:22:29 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,9100 WINDSWEPT DR,FORT WORTH,TX,L14,West,3,C,18,18 PARKING LOT/GARAGE,"(32.71940813815008, -97.47631896760461)"
190092041-90E,190092041,10/23/2019,PUBLIC INTOXICATION,10/23/2019 05:18:50 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8500 EAST FWY,FORT WORTH,TX,H15,East,5,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.75998313671944, -97.17290553785749)"
190091507-90E,190091507,10/22/2019,PUBLIC INTOXICATION,10/22/2019 06:00:44 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 E ROSEDALE ST,FORT WORTH,TX,G12,East,8,C,20,20 RESIDENCE/HOME,"(32.73074580878795, -97.27420932395931)"
190091372-90E,190091372,10/21/2019,PUBLIC INTOXICATION,10/21/2019 04:23:48 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6800 RANDOL MILL RD,FORT WORTH,TX,H12,,,C,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.7789595521667, -97.20958880903056)"
190090932-WAR,190090932,10/20/2019,PUBLIC INTOXICATION,10/20/2019 03:44:15 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,2500 SOUTHWEST LOOP 820 FWY WB,FORT WORTH,TX,J13,,,C,7,07 CONVENIENCE STORE,"(32.6683957796901, -97.35547932097998)"
190090932-90E,190090932,10/20/2019,PUBLIC INTOXICATION,10/20/2019 03:44:15 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 SOUTHWEST LOOP 820 FWY WB,FORT WORTH,TX,J13,,,C,7,07 CONVENIENCE STORE,"(32.6683957796901, -97.35547932097998)"
190090921-90E,190090921,10/20/2019,PUBLIC INTOXICATION,10/20/2019 02:52:04 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 CURRIE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75088305020144, -97.35830446183768)"
